,Feature,Class,AbsoluteSHAPValue
2027,GPR146,G1-G0 transition,0.0006241693351390306
2028,GPR146,G2M,0.00015871766999099956
2029,GPR146,S,0.0002218309362789553
2030,GPR52,G0,0.0
2031,GPR52,G1,0.0
2032,GPR52,G1-G0 transition,0.0
2033,GPR52,G2M,0.0
2034,GPR52,S,0.0
2035,GPR65,G0,0.00022399188073469136
2036,GPR65,G1,0.0006280675847190926
2037,GPR65,G1-G0 transition,0.000609246399305736
2038,GPR65,G2M,0.00013265435502942562
2039,GPR65,S,0.00037624887149132917
2040,GPR68,G0,0.0002977281510092566
2041,GPR68,G1,0.0005965643612855017
2042,GPR68,G1-G0 transition,0.0005766983764376403
2043,GPR68,G2M,0.00016708819771031608
2044,GPR68,S,0.0002637383234913193
2045,GPR82,G0,0.0002287203728329173
2046,GPR82,G1,0.0007628649285765341
2047,GPR82,G1-G0 transition,0.0006211047482095948
2048,GPR82,G2M,0.00017267080051722012
2049,GPR82,S,0.000333402412687602
2050,GPR85,G0,0.00031538771652865025
2051,GPR85,G1,0.000546198090061911
2052,GPR85,G1-G0 transition,0.0006044923647696267
2053,GPR85,G2M,0.00018044364088627506
2054,GPR85,S,0.00030373134071891175
2055,GPRC6A,G0,0.0
2056,GPRC6A,G1,0.0
2057,GPRC6A,G1-G0 transition,0.0
2058,GPRC6A,G2M,0.0
2059,GPRC6A,S,0.0
2060,GPRIN2,G0,0.00029749319617966796
2061,GPRIN2,G1,0.0005130051468381359
2062,GPRIN2,G1-G0 transition,0.0007053596357218796
2063,GPRIN2,G2M,0.00018713517213850254
2064,GPRIN2,S,0.00031500796117395777
2065,GPRIN3,G0,0.00028633857083337023
2066,GPRIN3,G1,0.0006317510487335985
2067,GPRIN3,G1-G0 transition,0.000621081219726314
2068,GPRIN3,G2M,0.00021675060904965385
2069,GPRIN3,S,0.0002721675029095272
2070,GPSM2,G0,0.0003162500983244619
2071,GPSM2,G1,0.000713032256009002
2072,GPSM2,G1-G0 transition,0.0005780327854266953
2073,GPSM2,G2M,0.0005151869371492012
2074,GPSM2,S,0.0004625288460516246
2075,GRAMD2A,G0,0.00041347553941668066
2076,GRAMD2A,G1,0.000461367378332831
2077,GRAMD2A,G1-G0 transition,0.0005668541106565178
2078,GRAMD2A,G2M,0.0001805223286130498
2079,GRAMD2A,S,0.00027646781985888615
2080,GREB1L,G0,0.0003382692978695461
2081,GREB1L,G1,0.0006436585615893937
2082,GREB1L,G1-G0 transition,0.0005681030221218518
2083,GREB1L,G2M,0.00019400545874208037
2084,GREB1L,S,0.00035368915372503397
2085,GRHL3,G0,0.0003135235989520538
2086,GRHL3,G1,0.0006957713145898765
2087,GRHL3,G1-G0 transition,0.0007464170090129953
2088,GRHL3,G2M,0.00022720401777100909
2089,GRHL3,S,0.00032687051810200763
2090,GRIA4,G0,0.00028089538695864316
2091,GRIA4,G1,0.0005590484450688088
2092,GRIA4,G1-G0 transition,0.0004898585495015691
2093,GRIA4,G2M,0.00011563410601255042
2094,GRIA4,S,0.00037864659343112895
2095,GRIN2C,G0,0.00044061237704554014
2096,GRIN2C,G1,0.0005564885326992165
2097,GRIN2C,G1-G0 transition,0.0008423738884837466
2098,GRIN2C,G2M,0.00031993348808756185
2099,GRIN2C,S,0.00036785614292829036
2100,GRIN2D,G0,0.00022845323456917538
2101,GRIN2D,G1,0.0006825495274638587
2102,GRIN2D,G1-G0 transition,0.0006217320184269492
2103,GRIN2D,G2M,0.0002035544759595815
2104,GRIN2D,S,0.0003217064420059222
2105,GRM4,G0,0.00021298183075200018
2106,GRM4,G1,0.0007069526733151824
2107,GRM4,G1-G0 transition,0.0005561330228759705
2108,GRM4,G2M,0.00018582935182268265
2109,GRM4,S,0.00028101013451834714
2110,GSN,G0,0.005675682880957315
2111,GSN,G1,0.004092525866073319
2112,GSN,G1-G0 transition,0.0018798209833060272
2113,GSN,G2M,0.0006460731172807336
2114,GSN,S,0.0014450552944394184
2115,GTSE1,G0,0.0008593504708904577
2116,GTSE1,G1,0.0012998958332303663
2117,GTSE1,G1-G0 transition,0.0031991104907670726
2118,GTSE1,G2M,0.0020005953003748313
2119,GTSE1,S,0.001354194836980784
2120,GUCA1B,G0,0.00021069860957406068
2121,GUCA1B,G1,0.0005504066640831322
2122,GUCA1B,G1-G0 transition,0.0005953438835750034
2123,GUCA1B,G2M,0.00016743587964871033
2124,GUCA1B,S,0.0002969857604007331
2125,GUCY1A1,G0,0.0003395908092182443
2126,GUCY1A1,G1,0.0006808552604818812
2127,GUCY1A1,G1-G0 transition,0.0005070543133030856
2128,GUCY1A1,G2M,0.0002221933130837331
2129,GUCY1A1,S,0.00026692865430423757
2130,GUCY1A2,G0,0.000449496420835652
2131,GUCY1A2,G1,0.0005522623137195269
2132,GUCY1A2,G1-G0 transition,0.0008104215306555056
2133,GUCY1A2,G2M,0.00023189486728759836
2134,GUCY1A2,S,0.00035881193594565003
2135,GZMM,G0,0.00016897336761929346
2136,GZMM,G1,0.0006204376203214368
2137,GZMM,G1-G0 transition,0.0005150433316844859
2138,GZMM,G2M,0.00014154935348278358
2139,GZMM,S,0.0003138715832703563
2140,H1-1,G0,0.0029880710475122603
2141,H1-1,G1,0.0008379726562995887
2142,H1-1,G1-G0 transition,0.0015178326230680507
2143,H1-1,G2M,0.00052115183517635
2144,H1-1,S,0.0033936300209839957
2145,H1-3,G0,0.00451902513700153
2146,H1-3,G1,0.0009862366019779832
2147,H1-3,G1-G0 transition,0.0026999956162315386
2148,H1-3,G2M,0.00036387721354702286
2149,H1-3,S,0.002319384344857736
2150,H1-4,G0,0.0030903402585140943
2151,H1-4,G1,0.0009557745435002062
2152,H1-4,G1-G0 transition,0.0015807275276767492
2153,H1-4,G2M,0.000411722450864341
2154,H1-4,S,0.0016255596984715388
2155,H1-5,G0,0.003932433717029656
2156,H1-5,G1,0.0018751994802425004
2157,H1-5,G1-G0 transition,0.0015270413175275776
2158,H1-5,G2M,0.000895460058745295
2159,H1-5,S,0.005979318604719246
2160,H2AC20,G0,0.0019377376268438656
2161,H2AC20,G1,0.0010107344716311167
2162,H2AC20,G1-G0 transition,0.0009781867585475098
2163,H2AC20,G2M,0.00021176607438095168
2164,H2AC20,S,0.0019102191240641033
2165,H2AC4,G0,0.00025378795322788486
2166,H2AC4,G1,0.0005919004871612052
2167,H2AC4,G1-G0 transition,0.0006654636207458997
2168,H2AC4,G2M,0.00023433740231232553
2169,H2AC4,S,0.00034960290611343555
2170,H2BC11,G0,0.0005187211053340195
2171,H2BC11,G1,0.0010079308754188752
2172,H2BC11,G1-G0 transition,0.0007193626525551443
2173,H2BC11,G2M,0.00032346339993816664
2174,H2BC11,S,0.000455519227334352
2175,H2BC13,G0,0.00032990848790954524
2176,H2BC13,G1,0.0005053417310588157
2177,H2BC13,G1-G0 transition,0.0005270290808145836
2178,H2BC13,G2M,0.0002174441735758088
2179,H2BC13,S,0.00023638153416832516
2180,H2BC18,G0,0.0003307403947388482
2181,H2BC18,G1,0.0006453291802713731
2182,H2BC18,G1-G0 transition,0.0006594398108622892
2183,H2BC18,G2M,0.00022346339638606899
2184,H2BC18,S,0.0003020543299579684
2185,H2BC3,G0,0.00022964087354761226
2186,H2BC3,G1,0.0007435928751368489
2187,H2BC3,G1-G0 transition,0.0005724734855016985
2188,H2BC3,G2M,0.00021474208596439456
2189,H2BC3,S,0.0004229728757368573
2190,H2BC5,G0,0.0004140765700631008
2191,H2BC5,G1,0.0007353453465031351
2192,H2BC5,G1-G0 transition,0.0006359521107930438
2193,H2BC5,G2M,0.0003428727121718933
2194,H2BC5,S,0.00024736996838184937
2195,H4C8,G0,0.0003439047530344904
2196,H4C8,G1,0.001046816833342729
2197,H4C8,G1-G0 transition,0.0008667062197495405
2198,H4C8,G2M,0.0006979102837276937
2199,H4C8,S,0.00032611090334680893
2200,HAND2,G0,0.0002694926359576427
2201,HAND2,G1,0.0006881778046628747
2202,HAND2,G1-G0 transition,0.0007194201034071558
2203,HAND2,G2M,0.00016408257064027206
2204,HAND2,S,0.000288893840903654
2205,HASPIN,G0,0.0002294888808968378
2206,HASPIN,G1,0.0007306332208262707
2207,HASPIN,G1-G0 transition,0.0006326717899902703
2208,HASPIN,G2M,0.00023423641284864863
2209,HASPIN,S,0.0004213499372927435
2210,HCN2,G0,0.00032566519118923257
2211,HCN2,G1,0.0006242531636526502
2212,HCN2,G1-G0 transition,0.0006391429433880706
2213,HCN2,G2M,0.0001435611270248833
2214,HCN2,S,0.00024237250955161152
2215,HCRTR1,G0,0.0
2216,HCRTR1,G1,0.0
2217,HCRTR1,G1-G0 transition,0.0
2218,HCRTR1,G2M,0.0
2219,HCRTR1,S,0.0
2220,HDC,G0,0.0002614115525726026
2221,HDC,G1,0.0006627820566150796
2222,HDC,G1-G0 transition,0.000626031192557844
2223,HDC,G2M,0.00016431665403245394
2224,HDC,S,0.00016629378301655774
2225,HELLS,G0,0.007917629457928552
2226,HELLS,G1,0.0036576608832019865
2227,HELLS,G1-G0 transition,0.004863744321014708
2228,HELLS,G2M,0.0008417930325370173
2229,HELLS,S,0.0011801390206765867
2230,HEPACAM,G0,0.0002461762917490427
2231,HEPACAM,G1,0.0006191258202537329
2232,HEPACAM,G1-G0 transition,0.000590951483408715
2233,HEPACAM,G2M,0.000201528234935584
2234,HEPACAM,S,0.00036729418864109656
2235,HEPACAM2,G0,0.00195757566111584
2236,HEPACAM2,G1,0.0013679162764669245
2237,HEPACAM2,G1-G0 transition,0.0009410618284767069
2238,HEPACAM2,G2M,0.0004340199809754819
2239,HEPACAM2,S,0.0006863569195337782
2240,HEPH,G0,0.000679248575467439
2241,HEPH,G1,0.0006163998713893694
2242,HEPH,G1-G0 transition,0.000649983304728526
2243,HEPH,G2M,0.00021863428476014962
2244,HEPH,S,0.0005085057420358868
2245,HES5,G0,0.00027720618305989575
2246,HES5,G1,0.0005294652579016228
2247,HES5,G1-G0 transition,0.0006310962722792684
2248,HES5,G2M,0.00019474574202023773
2249,HES5,S,0.00032533060160199156
2250,HEY2,G0,0.0
2251,HEY2,G1,0.0
2252,HEY2,G1-G0 transition,0.0
2253,HEY2,G2M,0.0
2254,HEY2,S,0.0
2255,HEYL,G0,0.0002533260019449108
2256,HEYL,G1,0.0007151016690447117
2257,HEYL,G1-G0 transition,0.0005872501168095929
2258,HEYL,G2M,0.00020264291905369928
2259,HEYL,S,0.0003831946050784025
2260,HGD,G0,0.0001903914662987176
2261,HGD,G1,0.0005782054778501155
2262,HGD,G1-G0 transition,0.0006876977252350673
2263,HGD,G2M,0.00016353936457727742
2264,HGD,S,0.00023120979446553477
2265,HJURP,G0,0.0004532519226722468
2266,HJURP,G1,0.0023001164113194937
2267,HJURP,G1-G0 transition,0.0011791398737533141
2268,HJURP,G2M,0.0036714810186904818
2269,HJURP,S,0.0004882335799965289
2270,HMGB2,G0,0.0022007580610470968
2271,HMGB2,G1,0.002589033009360609
2272,HMGB2,G1-G0 transition,0.005317213905086217
2273,HMGB2,G2M,0.004516047300802257
2274,HMGB2,S,0.0036924404362727024
2275,HMMR,G0,0.0025525528170105816
2276,HMMR,G1,0.003934555083074997
2277,HMMR,G1-G0 transition,0.0014514041850740079
2278,HMMR,G2M,0.0014590905175859022
2279,HMMR,S,0.0015407753796652548
2280,HMSD,G0,0.00032100165067748207
2281,HMSD,G1,0.0006860084812392551
2282,HMSD,G1-G0 transition,0.0006542269192655078
2283,HMSD,G2M,0.0002345851874896138
2284,HMSD,S,0.00036981386834718385
2285,HOGA1,G0,0.0003563133382763665
2286,HOGA1,G1,0.0005324809297548635
2287,HOGA1,G1-G0 transition,0.0005278380589002058
2288,HOGA1,G2M,0.00022344699954955527
2289,HOGA1,S,0.00028734669963159236
2290,HOXA3,G0,0.0005061553733121642
2291,HOXA3,G1,0.00066571465667447
2292,HOXA3,G1-G0 transition,0.000916307389344606
2293,HOXA3,G2M,0.00017540161394093102
2294,HOXA3,S,0.0002942937047719809
2295,HOXA4,G0,0.0004078394337391347
2296,HOXA4,G1,0.0006518313976002049
2297,HOXA4,G1-G0 transition,0.0009039346072406618
2298,HOXA4,G2M,0.0002555764357393638
2299,HOXA4,S,0.00033513026972263463
2300,HOXA5,G0,0.0002826208812022067
2301,HOXA5,G1,0.0006334227428294599
2302,HOXA5,G1-G0 transition,0.0008596763271889085
2303,HOXA5,G2M,0.00023701416699467874
2304,HOXA5,S,0.0003799106455598456
2305,HOXB5,G0,0.0013545728988719002
2306,HOXB5,G1,0.0010924069512247424
2307,HOXB5,G1-G0 transition,0.0010397477032584412
2308,HOXB5,G2M,0.0002609894253184793
2309,HOXB5,S,0.00039993985375297905
2310,HPD,G0,0.0002915894928727648
2311,HPD,G1,0.0005886726998396836
2312,HPD,G1-G0 transition,0.0006200411990311439
2313,HPD,G2M,0.00021657054481345904
2314,HPD,S,0.00027035412394823454
2315,HPDL,G0,0.0005486223322820965
2316,HPDL,G1,0.0007704629948786319
2317,HPDL,G1-G0 transition,0.0006300834486102334
2318,HPDL,G2M,0.00014924766890058922
2319,HPDL,S,0.00031307110931585525
2320,HR,G0,0.0003681036999919123
2321,HR,G1,0.000706059955149529
2322,HR,G1-G0 transition,0.0006038998132487826
2323,HR,G2M,0.000229243686218068
2324,HR,S,0.0002790965798310363
2325,HS3ST3A1,G0,0.000377340276703333
2326,HS3ST3A1,G1,0.0006858888416608095
2327,HS3ST3A1,G1-G0 transition,0.0006113882048781927
2328,HS3ST3A1,G2M,0.00024419097511579635
2329,HS3ST3A1,S,0.00025245631225004095
2330,HSD17B13,G0,0.00022593060750620412
2331,HSD17B13,G1,0.0004650103143318878
2332,HSD17B13,G1-G0 transition,0.0006854375379683457
2333,HSD17B13,G2M,0.00027091370168009403
2334,HSD17B13,S,0.00025889799268560766
2335,HSPB2,G0,0.000303731654929782
2336,HSPB2,G1,0.0008010035370825027
2337,HSPB2,G1-G0 transition,0.0005527265151975312
2338,HSPB2,G2M,0.0003203432791458499
2339,HSPB2,S,0.0003681526552997787
2340,HSPB7,G0,0.00026310569829381933
2341,HSPB7,G1,0.0006705147121144681
2342,HSPB7,G1-G0 transition,0.000632207827160995
2343,HSPB7,G2M,0.00026808111155420336
2344,HSPB7,S,0.00032771713993496395
2345,HTR1B,G0,0.0
2346,HTR1B,G1,0.0
2347,HTR1B,G1-G0 transition,0.0
2348,HTR1B,G2M,0.0
2349,HTR1B,S,0.0
2350,HUNK,G0,0.0003244141992887883
2351,HUNK,G1,0.0006112126830773514
2352,HUNK,G1-G0 transition,0.0005902327817168236
2353,HUNK,G2M,0.0002484756059022376
2354,HUNK,S,0.00030861386877682626
2355,HYLS1,G0,0.00038117618794471643
2356,HYLS1,G1,0.0011447405078578083
2357,HYLS1,G1-G0 transition,0.0006810043578778065
2358,HYLS1,G2M,0.0005958653171192059
2359,HYLS1,S,0.00029234909607110785
2360,ICAM4,G0,0.0002736769109283318
2361,ICAM4,G1,0.00064055264303987
2362,ICAM4,G1-G0 transition,0.0004954577815205611
2363,ICAM4,G2M,0.0003140943059838499
2364,ICAM4,S,0.0003250541218766317
2365,IFI44,G0,0.0002814353607596214
2366,IFI44,G1,0.0006018192290984518
2367,IFI44,G1-G0 transition,0.0005108524335750837
2368,IFI44,G2M,0.00015664417591617908
2369,IFI44,S,0.00021241187623359897
2370,IFIT2,G0,0.00026911942145451875
2371,IFIT2,G1,0.0006258140240963096
2372,IFIT2,G1-G0 transition,0.000774275881846984
2373,IFIT2,G2M,0.0002594927867259273
2374,IFIT2,S,0.00027183161994238973
2375,IFITM10,G0,0.000269088352376766
2376,IFITM10,G1,0.0005724449773090734
2377,IFITM10,G1-G0 transition,0.000603157757839288
2378,IFITM10,G2M,0.000207810894465694
2379,IFITM10,S,0.00035677570725723616
2380,IGDCC3,G0,0.0001978946742904095
2381,IGDCC3,G1,0.0006277838408546753
2382,IGDCC3,G1-G0 transition,0.0005512659196250602
2383,IGDCC3,G2M,0.00023040304486381547
2384,IGDCC3,S,0.0003383752610774307
2385,IGF2,G0,0.00044340735811319344
2386,IGF2,G1,0.0008268854475749756
2387,IGF2,G1-G0 transition,0.0010116613679267354
2388,IGF2,G2M,0.0001497730157646341
2389,IGF2,S,0.0003921351846864891
2390,IGFALS,G0,0.0005907995467645208
2391,IGFALS,G1,0.0007974636019297954
2392,IGFALS,G1-G0 transition,0.00064003387339818
2393,IGFALS,G2M,0.00019826549805038456
2394,IGFALS,S,0.00033633145973924135
2395,IGFBP1,G0,0.0003068951695981492
2396,IGFBP1,G1,0.0005505080127751549
2397,IGFBP1,G1-G0 transition,0.0006157921767124027
2398,IGFBP1,G2M,0.0002513537059829259
2399,IGFBP1,S,0.00023554810041152472
2400,IGFBP5,G0,0.051773420280417065
2401,IGFBP5,G1,0.009703524641181072
2402,IGFBP5,G1-G0 transition,0.026756289096580017
2403,IGFBP5,G2M,0.003140107651657841
2404,IGFBP5,S,0.009521145995236076
2405,IGFN1,G0,0.0002591241392313257
2406,IGFN1,G1,0.0007947588586228339
2407,IGFN1,G1-G0 transition,0.0005529558126534172
2408,IGFN1,G2M,0.0002562604392466308
2409,IGFN1,S,0.0003001367218168742
2410,IGSF11,G0,0.0002659485780873868
2411,IGSF11,G1,0.0006958493254870339
2412,IGSF11,G1-G0 transition,0.0006539555487184686
2413,IGSF11,G2M,0.00024003230227460947
2414,IGSF11,S,0.0004597133292008696
2415,IL17RB,G0,0.0002172929735228408
2416,IL17RB,G1,0.0006985224240347159
2417,IL17RB,G1-G0 transition,0.0004359727591506018
2418,IL17RB,G2M,0.00018736233171253935
2419,IL17RB,S,0.0003143977611838081
2420,IL17RD,G0,0.0002981123870839172
2421,IL17RD,G1,0.0007156967929924427
2422,IL17RD,G1-G0 transition,0.0005970779142344969
2423,IL17RD,G2M,0.00023807801311117116
2424,IL17RD,S,0.00026349203510807735
2425,IL17RE,G0,0.0005655023177312533
2426,IL17RE,G1,0.0008002806273256133
2427,IL17RE,G1-G0 transition,0.0009574141469493778
2428,IL17RE,G2M,0.00021259516792471682
2429,IL17RE,S,0.00035361067012907416
2430,IL1RN,G0,0.0002810098365076708
2431,IL1RN,G1,0.0006034705117312075
2432,IL1RN,G1-G0 transition,0.0007456898774897713
2433,IL1RN,G2M,0.00030568313685908847
2434,IL1RN,S,0.0003183355766829508
2435,IL20RB,G0,0.00025213003123336966
2436,IL20RB,G1,0.0005568356002089694
2437,IL20RB,G1-G0 transition,0.0005152240720803914
2438,IL20RB,G2M,0.0002214064989497597
2439,IL20RB,S,0.0002923675598115312
2440,IL34,G0,0.0003346885467041692
2441,IL34,G1,0.0005993004701583706
2442,IL34,G1-G0 transition,0.0005729502806975417
2443,IL34,G2M,0.00015448826240939132
2444,IL34,S,0.0002837830189277927
2445,IL7,G0,0.0003169493100226908
2446,IL7,G1,0.0007487410274994805
2447,IL7,G1-G0 transition,0.0006291727292346936
2448,IL7,G2M,0.0002515002367484729
2449,IL7,S,0.00033486108282231904
2450,INCENP,G0,0.0008802973726665962
2451,INCENP,G1,0.0008604304423914327
2452,INCENP,G1-G0 transition,0.0007370836879051494
2453,INCENP,G2M,0.0010511257488233386
2454,INCENP,S,0.0008922239364413324
2455,INHA,G0,0.00023722014183607856
2456,INHA,G1,0.0004879686624260996
2457,INHA,G1-G0 transition,0.0005430524916245617
2458,INHA,G2M,0.0002271324637596456
2459,INHA,S,0.0002677368072905278
2460,INMT,G0,0.00030456676487426265
2461,INMT,G1,0.0004995226443142708
2462,INMT,G1-G0 transition,0.0007054267627445901
2463,INMT,G2M,0.00016649244699377258
2464,INMT,S,0.00022967387210273043
2465,INSC,G0,0.0002505752683469531
2466,INSC,G1,0.0006628057770781686
2467,INSC,G1-G0 transition,0.0006003013631449926
2468,INSC,G2M,0.00023364487355389724
2469,INSC,S,0.00028679938940547907
2470,IQCH,G0,0.00028904620149421085
2471,IQCH,G1,0.0006320439381650293
2472,IQCH,G1-G0 transition,0.0007200675644072559
2473,IQCH,G2M,0.00020344741696183333
2474,IQCH,S,0.00029826769176614123
2475,IQGAP3,G0,0.0026187100873504834
2476,IQGAP3,G1,0.001024374717795153
2477,IQGAP3,G1-G0 transition,0.0019890466533480063
2478,IQGAP3,G2M,0.00041996918702885406
2479,IQGAP3,S,0.00044700852013661335
2480,IQSEC3,G0,0.00029925155217153994
2481,IQSEC3,G1,0.0006568512834331538
2482,IQSEC3,G1-G0 transition,0.0005567544818754797
2483,IQSEC3,G2M,0.0003013918533090347
2484,IQSEC3,S,0.00022837397556698945
2485,IRAG1,G0,0.0012282529657220145
2486,IRAG1,G1,0.0011727623686707414
2487,IRAG1,G1-G0 transition,0.0009579889207311929
2488,IRAG1,G2M,0.00024212978053977086
2489,IRAG1,S,0.00041648362635502247
2490,IRAK3,G0,0.0003907905554826534
2491,IRAK3,G1,0.000606295711655742
2492,IRAK3,G1-G0 transition,0.00058663076239221
2493,IRAK3,G2M,0.00014451122109730114
2494,IRAK3,S,0.00031442137399257395
2495,ISL1,G0,0.0036585274314908547
2496,ISL1,G1,0.0008859463777623064
2497,ISL1,G1-G0 transition,0.005239650529276126
2498,ISL1,G2M,0.0003296653391959932
2499,ISL1,S,0.0004666234352038149
2500,ITGA2B,G0,0.0003320822009549102
2501,ITGA2B,G1,0.0006608803253003496
2502,ITGA2B,G1-G0 transition,0.0006134657372876522
2503,ITGA2B,G2M,0.00023801707605882068
2504,ITGA2B,S,0.00038287675311506075
2505,ITGA9,G0,0.00023885241479001758
2506,ITGA9,G1,0.0006627381979901806
2507,ITGA9,G1-G0 transition,0.0006241958672862612
2508,ITGA9,G2M,0.00023559825248299467
2509,ITGA9,S,0.00033503507799058986
2510,ITGB4,G0,0.0002376698244251512
2511,ITGB4,G1,0.0006042983460313965
2512,ITGB4,G1-G0 transition,0.0005888573789946873
2513,ITGB4,G2M,0.00019330374826319398
2514,ITGB4,S,0.00026681270357242033
2515,ITGB8,G0,0.0004626444103297302
2516,ITGB8,G1,0.0005391754078740821
2517,ITGB8,G1-G0 transition,0.0005150331106613112
2518,ITGB8,G2M,0.0001335976870068132
2519,ITGB8,S,0.0003855209517847928
2520,ITPRIPL1,G0,0.00036968727549681525
2521,ITPRIPL1,G1,0.0006444034446837458
2522,ITPRIPL1,G1-G0 transition,0.0006180741966660602
2523,ITPRIPL1,G2M,0.00016873363801562778
2524,ITPRIPL1,S,0.00026826559936966247
2525,IYD,G0,0.0002731729760863884
2526,IYD,G1,0.0005865688842182666
2527,IYD,G1-G0 transition,0.0004811437435678278
2528,IYD,G2M,0.0001672583275522766
2529,IYD,S,0.00028198060270156144
2530,JAK3,G0,0.0003293127086931999
2531,JAK3,G1,0.0008030089029153224
2532,JAK3,G1-G0 transition,0.000747261221648624
2533,JAK3,G2M,0.00017708273844168262
2534,JAK3,S,0.0003407609507697374
2535,JAKMIP2,G0,0.0005207011865670835
2536,JAKMIP2,G1,0.0005780765251240882
2537,JAKMIP2,G1-G0 transition,0.0006432889133855244
2538,JAKMIP2,G2M,0.0003775484309014932
2539,JAKMIP2,S,0.0002894986765294814
2540,JCHAIN,G0,0.000247846578345052
2541,JCHAIN,G1,0.0006036196601471467
2542,JCHAIN,G1-G0 transition,0.0005323597099087698
2543,JCHAIN,G2M,0.0002413692387100067
2544,JCHAIN,S,0.0003505465248888478
2545,JPH1,G0,0.00018563755591623
2546,JPH1,G1,0.0006100905905367388
2547,JPH1,G1-G0 transition,0.0006811704553863903
2548,JPH1,G2M,0.000284221114901717
2549,JPH1,S,0.0002665648743050877
2550,KBTBD11,G0,0.0002889753016321814
2551,KBTBD11,G1,0.0006554540289078187
2552,KBTBD11,G1-G0 transition,0.0006390087963261212
2553,KBTBD11,G2M,0.0002683209719526824
2554,KBTBD11,S,0.0002902921260051981
2555,KCND1,G0,0.00023396596206940766
2556,KCND1,G1,0.0006681083216848685
2557,KCND1,G1-G0 transition,0.0006135148283450864
2558,KCND1,G2M,0.0001934889237511794
2559,KCND1,S,0.0003067044134317201
2560,KCNE1,G0,0.0002859867669049314
2561,KCNE1,G1,0.0006997217099117803
2562,KCNE1,G1-G0 transition,0.000741982453406204
2563,KCNE1,G2M,0.00028190541122592266
2564,KCNE1,S,0.00037189405501350775
2565,KCNE3,G0,0.00037188105407703117
2566,KCNE3,G1,0.0006886568226003565
2567,KCNE3,G1-G0 transition,0.0007654871924393535
2568,KCNE3,G2M,0.00023772046192807033
2569,KCNE3,S,0.00022432816429608323
2570,KCNE5,G0,0.00038617759671218625
2571,KCNE5,G1,0.0007778048590720514
2572,KCNE5,G1-G0 transition,0.0006921303110420742
2573,KCNE5,G2M,0.0002110083989093436
2574,KCNE5,S,0.0003460190156003407
2575,KCNJ13,G0,0.0005057877003179132
2576,KCNJ13,G1,0.0007197598134265427
2577,KCNJ13,G1-G0 transition,0.0006062741949889024
2578,KCNJ13,G2M,0.0002057068443879403
